   1 	     8.6344 
   2 	    17.2653 
   3 	    25.8742 
   4 	    34.4823 
   5 	    43.0658 
   6 	    51.5922 
   7 	    60.2533 
   8 	    68.9053 
   9 	    77.5162 
  10 	    86.0151 
